,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
768,769,20,RL,72.1,9282.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.48,Unf,0,1891.08,1915.8,GasA,Ex,Y,SBrkr,1872.72,0.0,0,1854.36,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,498.52,TA,TA,Y,122.4,33.99,0,0,0,0.0,,,,0,10,2006,WD,Normal,221173.74
769,770,60,RL,47.94,55109.12,Pave,,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,609.03,Ex,TA,PConc,Gd,TA,Gd,ALQ,1458.48,Unf,0,241.02,1666.5,GasA,Ex,Y,SBrkr,1706.9,1636.67,0,3344.58,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,857.82,TA,TA,Y,513.06,36.72,0,0,210,0.0,,,,0,6,2010,WD,Normal,554140.0
774,775,20,RL,112.2,14510.52,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.75,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1993.05,1993.05,GasA,Gd,Y,SBrkr,2012.46,0.0,0,2012.46,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,903.95,TA,TA,Y,318.15,46.35,0,0,0,0.0,,,,0,7,2007,New,Partial,398950.0
776,777,20,RL,86.86,11322.1,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,247.2,Gd,TA,PConc,Gd,TA,Av,GLQ,20.2,Unf,0,1625.88,1630.14,GasA,Ex,Y,SBrkr,1646.28,0.0,0,1630.14,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,882.3,TA,TA,Y,146.88,59.59,0,0,0,0.0,,,,0,7,2006,New,Partial,223715.0
787,788,60,RL,76.76,10446.26,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,662.56,Unf,0,303.0,965.56,GasA,Ex,Y,SBrkr,965.56,1150.56,0,2104.84,1,0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2,630.36,TA,TA,Y,0.0,45.9,0,0,0,0.0,,,,0,1,2010,WD,Normal,239990.0
792,793,60,RL,94.76,10019.2,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,887.86,Unf,0,260.1,1128.17,GasA,Ex,Y,SBrkr,1149.54,912.58,0,2033.13,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,468.65,TA,TA,Y,181.8,131.3,0,0,0,0.0,,,,0,6,2007,WD,Normal,272487.9
793,794,20,RL,78.28,9249.58,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,142.8,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1525.92,1540.88,GasA,Ex,Y,SBrkr,1510.96,0.0,0,1525.92,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2,478.74,TA,TA,Y,169.68,132.6,0,0,0,0.0,,,,0,6,2007,New,Partial,231750.0
798,799,60,RL,107.12,13923.54,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,868.6,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0,1983.78,1983.78,GasA,Ex,Y,SBrkr,2024.98,1197.48,0,3234.2,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,844.6,TA,TA,Y,146.88,78.78,0,0,0,0.0,,,,0,7,2009,New,Partial,489850.0
803,804,60,RL,110.21,14029.91,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,432.48,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0,1751.34,1786.02,GasA,Ex,Y,SBrkr,1786.02,1109.76,0,2906.66,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,1030.2,TA,TA,Y,52.52,173.4,0,0,192,0.0,,,,0,1,2009,New,Partial,594591.66
805,806,20,RL,91.91,12396.74,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,258.56,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1431.17,1459.51,GasA,Ex,Y,SBrkr,1470.84,0.0,0,1456.56,0,0,2,0,3,1,Ex,6,Typ,0,,Attchd,2008.0,RFn,2,565.08,TA,TA,Y,0.0,60.6,0,0,0,0.0,,,,0,7,2008,New,Partial,234510.4
807,808,70,RL,146.88,21597.84,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1335.18,Unf,0,15.45,1350.48,GasA,Ex,Y,SBrkr,1082.72,519.12,0,1607.52,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,543.84,TA,TA,Y,0.0,315.12,0,0,0,0.0,,,,0,5,2009,WD,Normal,230205.0
815,816,20,RL,48.96,12258.37,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,446.42,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1665.49,1665.49,GasA,Ex,Y,SBrkr,1677.61,0.0,0,1677.61,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1998.0,RFn,2,615.94,TA,TA,Y,0.0,34.68,0,0,0,0.0,,,,0,5,2010,WD,Normal,229398.0
819,820,120,RL,44.88,6562.13,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,129.28,Gd,TA,PConc,Gd,TA,Mn,GLQ,747.66,Unf,0,637.5,1398.74,GasA,Ex,Y,SBrkr,1385.16,0.0,0,1371.58,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,493.68,TA,TA,Y,193.92,35.35,0,0,0,0.0,,,,0,6,2010,New,Partial,226240.0
824,825,20,FV,83.43,11328.16,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0,1503.89,1533.67,GasA,Ex,Y,SBrkr,1533.67,0.0,0,1533.67,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,783.76,TA,TA,Y,0.0,144.2,0,0,0,0.0,,,,0,6,2006,New,Partial,234926.0
825,826,20,RL,116.28,15099.06,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,832.32,Ex,TA,PConc,Ex,TA,Av,GLQ,1668.72,Unf,0,450.84,2119.56,GasA,Ex,Y,SBrkr,2125.68,0.0,0,2125.68,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3,1244.4,TA,TA,Y,189.88,46.35,0,0,0,0.0,,,,0,6,2008,New,Partial,388850.0
832,833,60,RL,44.88,9834.44,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,229.69,Gd,TA,PConc,Gd,TA,No,GLQ,492.66,Unf,0,462.58,969.23,GasA,Ex,Y,SBrkr,959.82,914.64,0,1883.87,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2,631.39,TA,TA,Y,193.92,39.39,0,0,0,0.0,,,,0,1,2010,WD,Normal,239370.0
846,847,60,RL,75.75,9410.17,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,141.11,Gd,TA,PConc,Gd,TA,No,ALQ,528.39,Unf,0,229.27,747.4,GasA,Ex,Y,SBrkr,1016.06,792.07,0,1792.75,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,437.75,TA,TA,Y,241.02,72.72,192,0,0,0.0,,,,0,7,2009,WD,Normal,217260.0
848,849,50,RL,76.5,46968.0,Pave,,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,916.07,916.07,GasA,TA,Y,SBrkr,1320.07,1061.51,0,2428.74,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,367.2,Fa,TA,Y,500.58,41.2,0,0,175,0.0,,,,0,9,2008,WD,Normal,242400.0
864,865,20,FV,74.16,8899.2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0,1385.72,1413.16,GasA,Ex,Y,SBrkr,1385.72,0.0,0,1413.16,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,2,534.29,TA,TA,Y,0.0,141.4,0,0,0,0.0,,,,0,5,2008,New,Partial,258097.4
866,867,20,RL,67.67,10975.68,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,279.48,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1654.38,1687.14,GasA,Ex,Y,SBrkr,1662.46,0.0,0,1662.46,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,896.1,TA,TA,Y,193.92,81.6,0,0,0,0.0,,,,0,11,2007,New,Partial,251389.0
869,870,60,RL,80.8,10236.14,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,250.92,Gd,TA,PConc,Gd,TA,No,GLQ,772.5,Unf,0,306.0,1071.0,GasA,Ex,Y,SBrkr,1093.86,904.74,0,2007.47,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,579.74,TA,TA,Y,157.56,90.9,0,0,0,0.0,,GdPrv,,0,6,2010,WD,Normal,238360.0
875,876,60,FV,77.25,9090.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,65.92,Unf,0,1142.4,1219.52,GasA,Ex,Y,SBrkr,1219.52,1440.26,0,2688.3,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,566.5,TA,TA,Y,210.08,367.64,0,0,0,0.0,,,,0,8,2007,New,Partial,306511.77
877,878,60,RL,75.48,9010.68,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,220.32,Gd,TA,PConc,Ex,TA,No,GLQ,1205.1,Unf,0,294.92,1476.62,GasA,Ex,Y,SBrkr,1476.62,769.62,0,2268.48,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,745.38,TA,TA,Y,187.68,0.0,0,0,0,0.0,,,,0,6,2009,WD,Normal,357000.0
885,886,120,FV,51.5,5170.19,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,61.8,Gd,TA,PConc,Ex,TA,Av,GLQ,1275.14,Unf,0,464.6,1748.94,GasA,Ex,Y,SBrkr,1760.27,0.0,0,1760.27,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,511.06,TA,TA,Y,97.97,66.95,0,0,0,0.0,,,,0,1,2008,CWD,Abnorml,332189.0
888,889,20,RL,96.9,16023.65,Pave,,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,354.51,Rec,823,1053.43,2283.51,GasA,Ex,Y,SBrkr,2261.34,0.0,0,2239.17,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,1970.0,Unf,2,639.63,TA,TA,Y,83.43,213.21,0,0,224,0.0,,,,0,10,2007,WD,Normal,276040.0
898,899,20,RL,101.0,13048.19,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,782.8,Ex,TA,PConc,Ex,TA,Gd,GLQ,2231.76,Unf,0,143.42,2376.6,GasA,Ex,Y,SBrkr,2411.28,0.0,0,2411.28,1,0,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3,836.4,TA,TA,Y,0.0,68.34,0,0,0,0.0,,,,0,3,2010,New,Partial,617773.57
903,904,20,RL,50.5,15304.77,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.27,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1686.7,1686.7,GasA,Ex,Y,SBrkr,1720.1,0.0,0,1703.4,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,703.8,TA,TA,Y,148.32,61.8,0,0,0,0.0,,,,0,8,2006,New,Partial,247200.0
906,907,20,RL,118.32,13771.02,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,210.08,Gd,TA,PConc,Gd,TA,No,GLQ,64.26,Unf,0,1591.2,1671.69,GasA,Ex,Y,SBrkr,1685.08,0.0,0,1668.72,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,890.95,TA,TA,Y,0.0,61.8,0,0,0,0.0,,,,0,6,2007,WD,Normal,257550.0
907,908,50,RL,86.86,11845.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,225.23,Unf,0,801.94,1047.51,GasA,Gd,Y,SBrkr,1030.2,1068.11,0,2077.57,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1936.0,Fin,1,185.4,Fa,TA,Y,0.0,0.0,0,0,322,0.0,,,,0,6,2006,WD,Normal,257500.0
918,919,60,RL,106.09,13518.75,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48.96,GLQ,634,434.66,1137.12,GasA,Ex,Y,SBrkr,930.24,1227.15,0,2169.54,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,841.33,TA,TA,Y,74.16,195.84,224,0,0,0.0,,GdPrv,,0,11,2007,WD,Normal,242760.0
926,927,60,RL,95.79,12118.99,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,346.8,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1216.43,1192.81,GasA,Ex,Y,SBrkr,1271.02,1162.8,0,2445.22,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,662.56,TA,TA,Y,105.04,102.0,0,0,0,0.0,,,,0,5,2007,WD,Normal,287850.0
932,933,20,RL,86.52,12020.1,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,311.06,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0,1924.05,1924.05,GasA,Ex,Y,SBrkr,1924.05,0.0,0,1943.1,0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,803.76,TA,TA,Y,0.0,192.91,0,0,0,0.0,,,,0,3,2007,WD,Normal,326400.0
934,935,20,RL,322.39,27926.5,Pave,,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,429.25,Unf,0,163.2,596.7,GasA,Ex,Y,SBrkr,2131.07,0.0,0,2089.69,1,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2,520.15,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,11,2008,WD,Normal,244420.0
937,938,60,RL,76.5,9868.5,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,351.23,Unf,0,795.16,1124.13,GasA,Ex,Y,SBrkr,1135.26,875.16,0,1990.71,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2,709.67,TA,TA,Y,0.0,49.44,0,0,0,0.0,,,,0,2,2009,WD,Normal,255530.0
938,939,60,RL,74.46,8935.2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,477.92,Unf,0,936.27,1418.82,GasA,Ex,Y,SBrkr,1432.73,588.13,0,2001.24,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,885.36,TA,TA,Y,0.0,90.9,0,0,0,0.0,,,,0,8,2006,New,Partial,246992.97
947,948,20,RL,86.7,14972.08,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.36,Gd,TA,PConc,Gd,TA,Av,GLQ,1326.0,Unf,0,322.32,1648.32,GasA,Ex,Y,SBrkr,1677.87,0.0,0,1645.29,1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3,824.16,TA,TA,Y,0.0,259.56,0,0,0,0.0,,,,0,11,2007,WD,Normal,275400.0
963,964,20,RL,123.22,12042.23,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0,1818.0,1854.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0,1836.0,0,0,2,0,2,1,Ex,7,Typ,0,,Attchd,2007.0,Fin,2,709.02,TA,TA,Y,296.64,138.72,0,0,0,0.0,,,,0,5,2009,WD,Normal,246170.0
964,965,60,RL,81.6,11542.32,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,44.44,Gd,TA,PConc,Gd,TA,No,GLQ,642.72,Unf,0,198.79,825.17,GasA,Ex,Y,SBrkr,848.72,1080.7,0,1912.94,1,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2,525.3,TA,TA,Y,0.0,40.8,0,0,0,0.0,,,,0,2,2010,WD,Normal,217049.0
981,982,60,RL,100.94,12325.03,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,1004.25,Gd,TA,PConc,Gd,TA,No,GLQ,871.08,Unf,0,374.71,1237.25,GasA,Ex,Y,SBrkr,1301.52,1376.08,0,2664.24,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,682.76,TA,TA,Y,257.5,0.0,0,0,0,0.0,,,,0,7,2009,WD,Normal,339360.0
987,988,20,RL,84.66,10463.77,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,463.5,Ex,TA,PConc,Ex,TA,Av,GLQ,1678.92,Unf,0,292.52,1968.6,GasA,Ex,Y,SBrkr,1978.8,0.0,0,1978.8,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2010.0,Fin,3,624.18,TA,TA,Y,169.68,95.95,0,0,0,0.0,,,,0,4,2010,New,Partial,399143.92
990,991,60,RL,84.46,9546.52,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,427.23,Gd,TA,PConc,Gd,TA,No,GLQ,1084.74,Unf,0,328.44,1409.96,GasA,Ex,Y,SBrkr,1435.14,1014.55,0,2463.76,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,3,887.4,TA,TA,Y,0.0,70.7,0,0,0,0.0,,,,0,6,2006,WD,Normal,351480.0
994,995,20,RL,98.88,12829.68,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,232.3,Ex,TA,PConc,Ex,TA,Gd,GLQ,1183.72,Unf,0,543.84,1751.0,GasA,Ex,Y,SBrkr,1735.18,0.0,0,1769.54,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3,809.58,TA,TA,Y,220.32,49.44,0,0,0,0.0,,,,0,7,2009,WD,Normal,340875.0
1002,1003,20,RL,76.5,12076.57,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.53,Gd,TA,PConc,Gd,TA,No,GLQ,24.24,Unf,0,1596.5,1605.48,GasA,Ex,Y,SBrkr,1605.48,0.0,0,1621.22,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,848.72,TA,TA,Y,148.32,106.08,0,0,0,0.0,,,,0,7,2008,WD,Normal,234320.0
1008,1009,20,RL,44.29,12239.18,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,110.16,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0,1761.3,1744.2,GasA,Ex,Y,SBrkr,1727.1,0.0,0,1744.2,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2,555.5,TA,TA,Y,103.0,48.48,0,0,180,0.0,,,,0,4,2009,WD,Normal,244800.0
1015,1016,60,RL,71.4,8484.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.43,Unf,0,168.67,818.1,GasA,Ex,Y,SBrkr,826.2,863.55,0,1714.95,1,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2,543.84,TA,TA,Y,0.0,46.35,0,0,0,0.0,,,,0,11,2009,WD,Normal,231540.0
1019,1020,120,RL,43.86,3073.26,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.35,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.32,Unf,0,1386.38,1375.62,GasA,Ex,Y,SBrkr,1521.06,0.0,0,1551.18,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,453.2,TA,TA,Y,146.26,20.4,0,0,0,0.0,,,,0,4,2006,WD,Normal,217759.8
1027,1028,20,RL,71.71,9710.4,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,344.76,Gd,TA,PConc,Gd,TA,Gd,GLQ,1558.39,Unf,0,128.75,1670.76,GasA,Ex,Y,SBrkr,1662.46,0.0,0,1662.46,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,816.0,TA,TA,Y,195.84,44.44,0,0,0,0.0,,,,0,4,2008,New,Partial,296007.77
